Payment_Behavior_!@9#%8,Payment_Behavior_High_spent_Large_value_payments,Payment_Behavior_High_spent_Medium_value_payments,Payment_Behavior_High_spent_Small_value_payments,Payment_Behavior_Low_spent_Large_value_payments,Payment_Behavior_Low_spent_Medium_value_payments,Payment_Behavior_Low_spent_Small_value_payments,Credit_Mix_Bad,Credit_Mix_Good,Credit_Mix_Standard,Credit_Mix__,and auto loan,and credit-builder loan,and debt consolidation loan,and home equity loan,and mortgage loan,and not specified,and payday loan,and personal loan,and student loan,auto loan,credit-builder loan,debt consolidation loan,home equity loan,mortgage loan,not specified,payday loan,personal loan,student loan,Payment_of_Min_Amount_NM,Payment_of_Min_Amount_No,Payment_of_Min_Amount_Yes,Occupation_Accountant,Occupation_Architect,Occupation_Developer,Occupation_Doctor,Occupation_Engineer,Occupation_Entrepreneur,Occupation_Journalist,Occupation_Lawyer,Occupation_Manager,Occupation_Mechanic,Occupation_Media_Manager,Occupation_Musician,Occupation_Scientist,Occupation_Teacher,Occupation_Writer,Occupation________,Age,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Total_EMI_per_month,Amount_invested_monthly,Monthly_Balance,Credit_Score
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,34.0,15333.865,1057.8220833333332,6,3,7,2.0,20,16.0,16.55,2.0,630.24,22.37898903557043,19.11904761904762,14.566559305432506,58.21585846900668,312.9997905588941,2
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,55.0,126615.04,10726.253333333332,3,4,12,0.0,17,11.0,8.57,4.0,1468.46,29.10017542276668,19.11904761904762,0.0,270.09033344648446,420.7742792211486,2
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,38.0,83601.84,7235.82,9,5,29,7.0,57,20.0,17.87,9.0,4290.72,38.779573008052,19.11904761904762,4177.0,465.6201389103493,88.87001245530244,2
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,45.0,33929.89,2649.4908333333333,3,5,17,4.0,22,10.0,5.4,4.0,1219.04,25.811726327272407,19.11904761904762,89.77963301948125,140.2605040212298,304.9089462926223,2
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.0,34257.69,3111.807500000001,3,5,9,3.0,15,16.0,10.38,4.0,777.19,33.4521897871518,19.11904761904762,50.99252159905422,99.4604185386983,410.72780986224745,2
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,35.0,18843.62,1603.3016666666665,7,1234,7,5.0,5,8.0,15.26,7.0,1266.84,30.651491197948857,19.11904761904762,43.64098887096407,95.72727478542372,310.9619030102789,1
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,37.0,28194.8,2427.5666666666666,2,3,11,3.0,17,13.0,9.78,1.0,139.84,31.49733353846922,19.11904761904762,55.46728813160815,82.97270454540559,374.31667398965294,2
0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,38.0,43644.96,3551.08,6,8,25,5.0,34,21.0,8.12,11.0,2203.98,34.51964872198642,19.11904761904762,133.0470229914066,66.12384572263782,415.9371312859557,1
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,37.0,70709.04,5592.419999999999,7,6,20,6.0,9,15.0,17.68,5.0,805.64,22.98541700939857,19.11904761904762,260.88351244918806,203.69356885333588,344.664918697476,2
0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1,1,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,7269.655,494.80458333333326,6,9,21,9.0,16,15.0,21.72,6.0,4399.03,27.83495163616834,19.11904761904762,33.849090392399376,58.41467275705933,247.21669518387463,1
0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,26.0,39471.98,3166.331666666667,5,3,21,4.0,9,10.0,10.74,5.0,2244.32,26.05671696499544,19.11904761904762,77.35697330274641,425.7951312743802,103.48106208954022,1
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22.0,15777.945,1304.82875,0,4,12,1.0,8,11.0,6.89,3.0,1026.46,23.30364550520509,19.11904761904762,6.637556691814388,83.8792808326469,309.96603747553866,0
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,43922.32,3869.193333333333,2,6,6,3.0,0,10.0,4.67,1.0,233.83,32.027504764396326,19.11904761904762,66.54092877451282,155.69231151764353,414.686093041177,0
0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,52.0,68763.14,5520.261666666666,5,2,1,2.0,3,3.0,3.72,2.0,1304.38,27.278598393132164,19.11904761904762,73539.0,488.3002702241591,260.77893489163654,0
0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,31.0,101896.71,8359.3925,3,5,9,2.0,10,20.0,19.49,4.0,1037.16,42.89992926967951,19.11904761904762,152.96585096628883,165.49032293674833,767.4830760969629,2
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,54.0,19206.195,1438.51625,4,3,7,1.0,12,0.0,2.36,3.0,291.71,32.91677903791107,19.11904761904762,12.87583065451432,26.718516111167265,344.2572782343184,2
0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21.0,58053.27,4795.7725,6,8,28,7.0,21,22.0,28.49,9.0,3771.12,24.16008990210436,19.11904761904762,238.05753012785652,135.64219096009526,355.8775289120482,2
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.0,76072.76,6598.3966666666665,6,6,12,0.0,34,10.0,11.57,4.0,359.79,30.77116425789957,19.11904761904762,0.0,93.02512365240452,806.8145430142622,2
0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.0,123375.18,10275.265,2,5,7,4.0,7,1.0,2.99,0.0,36.21,40.54714538698161,19.11904761904762,260.184019233995,509.9206155974607,527.4218651685443,0
1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16.0,95610.81,8262.567500000001,6,4,5,5.0,15,8.0,16.43,8.0,383.55,36.69712777687446,19.11904761904762,276.31954552712403,720.7990089999655,109.13819547291064,2
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,32.0,18848.995,1364.7495833333332,3,6,10,0.0,4,7.0,7.76,4.0,159.31,32.35161523885456,19.11904761904762,0.0,128.294879578636,298.1800787546973,2
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20.0,16212.015,1226.00125,6,5,2091,0.0,11,13.0,3.31,3.0,1400.27,33.30342627948671,19.11904761904762,0.0,112.63058076623722,299.9695442337628,2
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18.0,30355.35,2307.6125,6,3,12,4.0,29,8.0,0.91,1.0,1328.41,32.903344455278784,19.11904761904762,64.48094442394273,137.68388579990733,288.59641977614984,2
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0,44464.37,3478.3641666666667,0,5,11,0.0,24,9.0,10.31,1.0,713.44,24.448499903386253,19.11904761904762,0.0,165.20196392975038,442.63445273691633,1
0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29.0,17282.84,1326.236666666667,6,4,23,7.0,8,16.0,12.27,7.0,1982.41,38.65255859484581,19.11904761904762,86.00863648980484,145.34534379690226,191.2696863799596,1
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0,30370.09,2266.840833333333,1,4,8,0.0,9,9.0,4.94,0.0,1333.93,33.065516437500484,19.11904761904762,0.0,118.92332129584118,377.7607620374922,2
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,55.0,60498.6,5147.55,7,6,12,1.0,27,19.0,9.92,3.0,736.07,33.20482630198784,19.11904761904762,47.9282096116055,58.03884205914882,658.7879483292456,2
0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,32613.98,2688.8316666666665,4,4,17,4.0,11,20.0,-4.3,4.0,954.65,31.29411610861484,19.11904761904762,75.40541208004393,146.207147824733,307.27060676188967,2
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0,31040.14,2474.6783333333333,3,5,16,-100.0,2,8.0,13.77,5.0,1288.66,27.581795890650447,19.11904761904762,44.31614812683518,96.57444640283786,366.5772388036603,2
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45.0,11646.925,1135.5770833333331,7,4,7,0.0,21,11.0,8.54,1.0,782.26,37.74426414847921,19.11904761904762,0.0,85.81494076236585,307.7427675709675,2
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,25.0,8898.495,738.5412500000001,8,10,33,7.0,52,8.0,14.57,8.0,2665.74,24.365143720864,19.11904761904762,64544.0,37.93394989237112,288.8508165381762,1
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,44.0,10427.44,629.9533333333334,9,5,21,7.0,50,15.0,11.62,11.0,1367.85,35.45580895617145,19.11904761904762,56.8537431427776,29.93666178979557,266.2049284007602,1
0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,41754.92,3679.5766666666655,6,9,23,5.0,44,15.0,16.46,6.0,1479.37,32.294412610099364,19.11904761904762,131.1994692530714,62.88821115985198,423.86998625374326,1
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,46.0,43543.72,3476.643333333333,3,3,7,1.0,3,0.0,6.7,1.0,189.81,28.592460773947906,19.11904761904762,33.438042421967765,255.9352513128117,328.2910395985539,2
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24.0,89367.27,7276.2725,2,3,8,2.0,5,7.0,5.99,1.0,716.97,34.927444074830774,19.11904761904762,148.63879469636794,188.8027788612372,630.1856764423949,0
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18.0,14351.21,1274.934166666667,8,7,18,6.0,18,17.0,21.91,9.0,4766.87,39.84973227806506,19.11904761904762,61.09871813783708,118.08021357217685,238.3144849566528,1
0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,36.0,105450.66,9015.555,7,7,13,4.0,9,16.0,19.95,0.0,328.42,30.26087421205713,19.11904761904762,187.4137105202988,783.0397566637332,211.10203281596785,2
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.0,80402.72,6780.2266666666665,9,8,25,5.0,28,25.0,25.25,11.0,3167.0,38.113545530462325,19.11904761904762,178.60066030636642,435.1695950799439,324.2524112803565,1
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,28.0,11372.9,1174.7416666666668,6,6,6,0.0,32,10.0,13.91,4.0,716.67,28.78865015650604,19.11904761904762,0.0,74.19635918322258,333.2778074834441,2
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,37.0,75650.04,6134.169999999999,10,6,15,6.0,19,19.0,28.83,8.0,2525.56,41.16307048096815,19.11904761904762,327.534571066074,259.8931241040983,275.9893048298276,2
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15.0,132265.36,11260.113333333333,6,7,16,6.0,29,19.0,15.65,8.0,636.46,28.953024650335426,19.11904761904762,422.4633565561463,891.6242857713797,91.9236910058073,2
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.0,17568.98,1718.081666666667,7,6,27,8.0,44,22.0,29.09,9.0,2551.73,37.81058630099107,19.11904761904762,100.4203361560985,37.43109593229429,257.2767174719719,2
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16.0,18980.76,1749.7299999999998,1634,5,15,7.0,41,23.0,19.86,6.0,4561.34,23.85601322803661,19.11904761904762,102.98964238186709,126.51235101258936,235.47100660554355,1
0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,35.0,40602.72,3177.56,4,6,14,3.0,11,12.0,8.08,2.0,1314.56,38.178015466836975,19.11904761904762,96.20398492235977,84.14747689490027,387.40453818274,2
0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29.0,46722.72,3781.56,9,9,1951,9.0,27,22.0,2.13,11.0,4764.13,38.14017169924311,19.11904761904762,284.6597508112763,33.41830628610522,223.2538927120169,2
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,36.0,47458.54,3860.8783333333336,3,3,8,4.0,5,14.0,7.6,6.0,566.05,34.77234582718133,19.11904761904762,127.72864752411192,75.86919888150156,442.4899869277199,2
0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,36.0,98087.76,7890.98,4,4,8,4.0,9,7.0,11.9,8.0,55.46,33.04514064387179,19.11904761904762,184.2559986386516,105.69499385744476,677.942821603305,2
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,42.0,75050.37,6205.197499999998,7,7,11,4.0,8,15.0,15.58,5.0,509.49,38.79344777818376,19.11904761904762,179.89687932721446,397.9355156928448,322.6873549799405,2
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,53.0,15617.35,1579.4458333333334,0,2,1,3.0,7,-1.0,0.57,1.0,258.68,33.141086228813315,19.11904761904762,26.45046765013421,32.856498431636936,338.63761725156223,0
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50.0,21324.515,1532.0429166666663,0,7,3,4.0,2,11.0,3.84,2.0,361.43,26.082202016908468,19.11904761904762,64.07414236629235,123.02962626268608,256.1005230376883,2
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,53.0,25506.53,2316.5441666666666,3,6,10,2.0,24,13.0,5.54,1.0,43.06,26.28979846123661,19.11904761904762,38.93321794788769,110.19964611638822,342.52155260239067,2
0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,39.0,124900.86000000002,10124.405,0,6,12,4.0,10,1.0,1.7,3.0,562.56,27.05219558501455,19.11904761904762,324.5956102787268,146.29519747733892,781.5496922439345,0
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,54.0,155916.32,12869.026666666668,5,5,2,3.0,1,3.0,1.26,1.0,551.8,29.30243077937456,19.11904761904762,249.104133035628,386.74925225417337,911.0492813768656,2
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,43.0,85324.44,7286.37,5,7,18,3.0,17,12.0,16.22,3.0,713.09,31.034484160664825,19.11904761904762,197.3052809913375,624.8739685839943,186.45775042466823,2
0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0,8333.545,698.4620833333332,3,4,20,-100.0,15,16.0,10.29,7.0,1850.44,27.491499318840862,19.11904761904762,37.84543765918711,30.06768998567995,271.93308068846625,1
0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,35.0,15377.55,1208.4625,3,4,5,3.0,2,10.0,7.51,4.0,678.99,21.901401749767214,19.11904761904762,28.98979809050899,143.9914192195305,237.8650326899605,2
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,50.0,34366.0,2831.833333333333,2,4,8,2.0,2,9.0,8.67,0.0,701.41,23.29853798435716,19.11904761904762,44.931902356541656,44.09079214865529,444.1606388281364,2
0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,38.0,32579.0,2473.9166666666665,7,6,11,4.0,17,12.0,15.93,6.0,237.52,27.53027357415884,19.11904761904762,86.82194247198542,130.92307975755156,319.6466444371297,2
0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21.0,18763.21,1752.6008333333332,8,6,30,5.0,18,13.0,8.22,12.0,2286.73,33.60701139997231,19.11904761904762,73.56399934139769,48.26296901916217,323.4331149727735,2
0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,42.0,117878.55,9836.2125,3,3,6,3.0,6,8.0,7.72,0.0,84.22,29.397344930802294,19.11904761904762,259.23699825623834,214.99777396685943,749.3864777769023,2
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,38.0,54236.86,4427.738333333334,3,6,7,0.0,25,13.0,6.82,4.0,1126.89,38.371115999706696,19.11904761904762,0.0,152.46034498393075,425.7046779230652,2
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.0,30371.74,2546.978333333333,3,4,3,4.0,14,10.0,3.48,3.0,202.55,25.65340076137649,19.11904761904762,96.88485647841736,31.49556019978913,366.31741665512686,0
0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,2,0,0,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,35.0,18124.54,1588.378333333333,7,8,32,9.0,37,15.0,26.71,7.0,2854.37,30.051749695436488,19.11904761904762,119.34373149882369,103.52179453872937,225.9723072957803,2
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,55.0,31226.77,2878.230833333333,5,7,11,0.0,18,3.0,0.97,2.0,1426.06,37.17257220066956,19.11904761904762,0.0,211.64095602316945,346.18212731016393,2
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,36.0,62683.59,5047.6325,8,8,32,9.0,24,24.0,6.44,6.0,2142.89,38.36057822218051,19.11904761904762,346.06224076142684,184.89944477518557,223.8015644633876,1
0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,31.0,102339.96,8411.33,7,6,20,6.0,11,13.0,12.57,5.0,1015.24,32.51972975799539,19.11904761904762,391.2455695731368,356.49061748011457,363.39681294674864,2
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17.0,17291.27,1226.9391666666668,10,9,20,8.0,26,15.0,-0.1399999999999996,8.0,4231.86,23.815206567844047,19.11904761904762,105.1517922435496,82.67623502867085,214.86588939444627,2
0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,2,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,45.0,19489.28,1388.1066666666666,6,6,20,9.0,41,18.0,23.6,10.0,3651.35,22.840580325993383,19.11904761904762,138.38837244343932,126.49310740975724,163.9291868134701,1
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.0,44323.29,3909.6075,10,5,22,5.0,29,22.0,19.8,7.0,3089.47,34.48744330406307,19.11904761904762,184.40580999238827,125.92588031712376,330.629059690488,1
0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,32.0,13961.155,1322.4295833333333,6,3,20,4.0,15,15.0,7.73,0.0,1406.02,31.2617541910197,19.11904761904762,40.17141518726413,38.42708981099913,333.64445333507007,2
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,29.0,11586.525,943.54375,5,33,18,2.0,24,16.0,14.0,1.0,498.68,31.892933025573434,19.11904761904762,15.46654664404272,63.65271391268629,285.235114443271,2
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25.0,82382.62,7097.218333333332,2,7,10,1.0,8,10.0,9.18,4.0,1231.32,34.64800414993448,19.11904761904762,56.53762599724738,101.1397446042876,792.0444627317984,0
